1、 3'8/35
7876、 3/8
7877、 1'22/35
7878、 7/135
7879、 1'143/315
7880、 3'1/2
7881、 15
7882、 4'1/6
7883、 1'1/4
7884、 4'1/3
7885、 3/7
7886、 31/36
7887、 7'37/42
7888、 1/2
7889、 7'1/3
7890、 7/144
7891、 7/27
7892、 1/9
7893、 3/8
7894、 2'3/8
7895、 2'19/21
7896、 3/4
7897、 3/56
7898、 3'31/42
7899、 3/4
7900、 6'1/2
7901、 8
7902、 41/90
7903、 12'1/2
7904、 3
7905、 1'29/35
7906、 3'11/14
7907、 2'217/360
7908、 7'29/56
7909、 3'31/45
7910、 1'8/15
7911、 1/6
7912、 2'1/18
7913、 5'17/40
7914、 1'29/30
7915、 10'5/8
7916、 3/32
7917、 4'2/7
7918、 1/6
7919、 1'19/24
7920、 64
7921、 1'5/7
7922、 1'2/3
7923、 1/6
7924、 1'3/7
7925、 7'1/4
7926、 20/63
7927、 1/24
7928、 19/20
7929、 4'83/105
7930、 2'1/56
7931、 2'7/10
7932、 3/8
7933、 3/14
7934、 1/3
7935、 7'2/9
7936、 1'1/2
7937、 7/8
7938、 15'2/3
7939、 2'19/36
7940、 4'4/7
7941、 1'1/6
7942、 1'5/28
7943、 6'1/12
7944、 8'1/7
7945、 7/16
7946、 7'1/4
7947、 9/16
7948、 2'18/35
7949、 7'1/5
7950、 1'43/56
7951、 17'2/3
7952、 2'1/4
7953、 2'41/72
7954、 1'1/3
7955、 7'17/21
7956、 9/10
7957、 7'7/8
7958、 4'257/280
7959、 5'1/3
7960、 91/180
7961、 1'1/9
7962、 1'5/9
7963、 2'2/3
7964、 1'13/27
7965、 1/2
7966、 4'1/4
7967、 8'2/5
7968、 2'1/3
7969、 8/35
7970、 2'2/9
7971、 6'11/12
7972、 6/7
7973、 4'1/12
7974、 2'7/15
7975、 9'3/5
7976、 3'1/6
7977、 2'37/42
7978、 2'1/10
7979、 6'13/35
7980、 1'2/3
7981、 6'1/2
7982、 6'1/30
7983、 2/7
7984、 3'1/3
7985、 3'3/14
7986、 4'2/3
7987、 5/6
7988、 3/10
7989、 12'39/56
7990、 37/49
7991、 3'2/15
7992、 1'31/108
7993、 5'1/4
7994、 1'19/24
7995、 39/56
7996、 15/64
7997、 10'2/3
7998、 1'13/14
7999、 20/27
8000、 7'26/105
8001、 9'1/3
8002、 8/63
8003、 51'3/7
8004、 1/2
8005、 11/63
8006、 4'4/5
8007、 3/7
8008、 1'25/48
8009、 7'1/4
8010、 2'1/2
8011、 56/81
8012、 5'5/8
8013、 13/42
8014、 5'9/25
8015、 2'8/9
8016、 6'1/40
8017、 2'5/12
8018、 3'15/16
8019、 8'1/3
8020、 79/168
8021、 4/63
8022、 2'1/4
8023、 2'4/7
8024、 2'32/35
8025、 2'1/5
8026、 1'17/18
8027、 25/32
8028、 4'4/9
8029、 1/5
8030、 85/126
8031、 2'2/21
8032、 2'23/36
8033、 10'23/35
8034、 9/14
8035、 38/63
8036、 4'7/9
8037、 2'5/12
8038、 3'1/10
8039、 2'4/5
8040、 1'3/4
8041、 11/15
8042、 3'3/7
8043、 3'3/8
8044、 5/12
8045、 8'5/21
8046、 10'1/6
8047、 4'19/30
8048、 6'2/3
8049、 5'2/7
8050、 2'11/12
8051、 13
8052、 2'13/42
8053、 1/3
8054、 20/21
8055、 2'5/6
8056、 1'47/49
8057、 1'2/3
8058、 1'11/72
8059、 2/5
8060、 63/170
8061、 5'1/81
8062、 9/56
8063、 27/40
8064、 1/2
8065、 1/2
8066、 3'1/2
8067、 3'4/7
8068、 6'2/3
8069、 1'11/21
8070、 4/27
8071、 67/189
8072、 5/48
8073、 8'11/21
8074、 316/735
8075、 1'85/108
8076、 2'1/4
8077、 5/84
8078、 5'3/8
8079、 4'17/45
8080、 19'1/5
8081、 1/25
8082、 54
8083、 3'7/8
8084、 4'7/8
8085、 269/392
8086、 1'7/18
8087、 9/10
8088、 1'7/20
8089、 4'12/35
8090、 2'2/9
8091、 3'3/8
8092、 7'1/3
8093、 3/16
8094、 2
8095、 9'9/20
8096、 10'2/25
8097、 43/63
8098、 4'13/40
8099、 4'4/45
8100、 1'1/3
8101、 5/9
8102、 4'1/9
8103、 3'1/56
8104、 1'189/190
8105、 4'9/14
8106、 13'16/21
8107、 1'11/16
8108、 7/20
8109、 1'29/80
8110、 2'5/32
8111、 1'1/3
8112、 2'4/9
8113、 2'2/5
8114、 1'5/6
8115、 2'1/20
8116、 1'1/3
8117、 2'2/15
8118、 11/18
8119、 1'1/4
8120、 7'1/8
8121、 28'1/2
8122、 9
8123、 4/21
8124、 1'5/21
8125、 5/6
8126、 1'1/4
8127、 9/32
8128、 2'5/8
8129、 6/7
8130、 6'3/7
8131、 5'11/15
8132、 2'1/2
8133、 37/60
8134、 5/96
8135、 7/8
8136、 8/9
8137、 4'7/15
8138、 1'2/3
8139、 2'2/3
8140、 1'1/3
8141、 19/72
8142、 2'1/15
8143、 3'3/5
8144、 1/9
8145、 1'13/18
8146、 1'3/140
8147、 7'5/9
8148、 1'1/6
8149、 2'2/3
8150、 12
8151、 1'1/20
8152、 3'2/15
8153、 8'1/2
8154、 14/15
8155、 5/108
8156、 43/45
8157、 1'4/9
8158、 2'25/28
8159、 1'44/45
8160、 173/360
8161、 4'1/9
8162、 1'23/105
8163、 3'16/21
8164、 1'1/3
8165、 6'3/10
8166、 2'7/16
8167、 1'23/84
8168、 1'5/18
8169、 3'3/4
8170、 1/4
8171、 1'5/16
8172、 2'6/7
8173、 4'14/75
8174、 1/16
8175、 8
8176、 187/270
8177、 3'23/24
8178、 6
8179、 19/28
8180、 14'47/126
8181、 2'1/10
8182、 1'67/125
8183、 7'21/32
8184、 5'7/12
8185、 4'1/6
8186、 3/7
8187、 2204/2205
8188、 4/27
8189、 2'7/12
8190、 9'41/60
8191、 4'13/14
8192、 3'3/4
8193、 2'45/64
8194、 2'9/40
8195、 2/3
8196、 9/14
8197、 7'1/9
8198、 5/72
8199、 1'23/49
8200、 5/28
8201、 5'3/8
8202、 6'1/2
8203、 16/21
8204、 1'13/32
8205、 6/7
8206、 1/15
8207、 4'1/9
8208、 11'3/7
8209、 16/105
8210、 37/63
8211、 3'2/3
8212、 7'5/7
8213、 1'17/64
8214、 5/9
8215、 3/64
8216、 11
8217、 3'55/147
8218、 2'8/35
8219、 4'1/24
8220、 1'1/2
8221、 25/48
8222、 1/45
8223、 9/70
8224、 1/4
8225、 4'1/4
8226、 1'2/3
8227、 9'1/3
8228、 17/24
8229、 1'17/28
8230、 3'23/24
8231、 1'1/2
8232、 9
8233、 5'1/4
8234、 25/1336
8235、 1'1/3
8236、 6'2/9
8237、 2/21
8238、 1'11/56
8239、 1/10
8240、 4'35/36
8241、 3'3/5
8242、 1'7/36
8243、 2'9/112
8244、 6'26/49
8245、 1/4
8246、 2'1/4
8247、 2'7/10
8248、 370/441
8249、 2/5
8250、 2'1/4
8251、 5'8/9
8252、 3/20
8253、 28'1/3
8254、 4'3/4
8255、 4'191/256
8256、 1'3/5
8257、 2'7/24
8258、 1'1/20
8259、 27'3/7
8260、 7'32/35
8261、 11'13/16
8262、 3'1/10
8263、 1'3/8
8264、 1'8/9
8265、 11/12
8266、 14'7/12
8267、 7'1/6
8268、 8'2/3
8269、 8/9
8270、 87/160
8271、 1'3/5
8272、 1'2/3
8273、 4'2/9
8274、 7'1/6
8275、 3'53/60
8276、 11'3/8
8277、 2'1/6
8278、 5'11/16
8279、 23/24
8280、 11/12
8281、 8'7/10
8282、 8/9
8283、 7/24
8284、 1
8285、 1'2/3
8286、 8'8/9
8287、 2'1/10
8288、 2'643/840
8289、 4'179/420
8290、 105/256
8291、 5/63
8292、 1'5/9
8293、 2'17/40
8294、 4'1/10
8295、 1'9/14
8296、 8'16/21
8297、 16
8298、 2'1/45
8299、 2/21
8300、 9/64
8301、 3'5/8
8302、 7/12
8303、 23/24
8304、 7'1/5
8305、 27/40
8306、 3'13/14
8307、 3'11/45
8308、 3'2/7
8309、 1'29/35
8310、 7/9
8311、 2'13/24
8312、 49/142
8313、 1'47/105
8314、 10'14/15
8315、 1/3
8316、 3'5/6
8317、 5'1/6
8318、 8'2/5
8319、 2'4/7
8320、 2/45
8321、 3'5/21
8322、 4'5/14
8323、 2'13/14
8324、 1'23/25
8325、 2'17/42
8326、 4
8327、 5'11/14
8328、 8/21
8329、 5'29/80
8330、 4'7/18
8331、 7/12
8332、 7/9
8333、 1'1/4
8334、 10'3/4
8335、 17/32
8336、 5'1/18
8337、 2'1/2
8338、 31/48
8339、 4/567
8340、 5/48
8341、 9/16
8342、 1'3/7
8343、 7/8
8344、 4'17/56
8345、 5'2/3
8346、 1'7/225
8347、 10'2/3
8348、 2'13/15
8349、 1/12
8350、 1'1/18
8351、 1/3
8352、 9/10
8353、 15/32
8354、 1'19/28
8355、 3'2/3
8356、 15/56
8357、 2'1/3
8358、 5'5/18
8359、 5/7
8360、 7/72
8361、 7
8362、 1'2/7
8363、 1'11/20
8364、 1'1/8
8365、 1'13/20
8366、 2'2/3
8367、 3/28
8368、 1
8369、 9'23/28
8370、 1'29/36
8371、 1'23/56
8372、 1'4/5
8373、 1'1/7
8374、 1'1/2
8375、 1'2/3
8376、 3'17/30
8377、 3'2/7
8378、 1'1/3
8379、 3/8
8380、 7'5/7
8381、 1'82/189
8382、 5'29/30
8383、 3/14
8384、 4'1/2
8385、 5/18
8386、 6'5/6
8387、 1'9/16
8388、 0
8389、 16/27
8390、 1'2/3
8391、 34/45
8392、 2'2/5
8393、 1'3/7
8394、 7'5/8
8395、 2'11/24
8396、 1'23/25
8397、 3/5
8398、 3'1/2
8399、 5'5/24
8400、 16/21
8401、 2
8402、 3'8/9
8403、 4'3/35
8404、 12'1/2
8405、 5'1/4
8406、 2'1/2
8407、 4/9
8408、 1/7
8409、 17'1/2
8410、 3'7/12
8411、 5/64
8412、 1'4/5
8413、 2'35/54
8414、 2'25/56
8415、 1'5/9
8416、 12/29
8417、 5/336
8418、 2/5
8419、 6'11/12
8420、 1/36
8421、 40
8422、 1/30
8423、 1'19/21
8424、 1'7/8
8425、 2/5
8426、 3'3/5
8427、 6'11/27
8428、 5/8
8429、 1'2/7
8430、 4'33/40
8431、 1'7/30
8432、 1'25/28
8433、 39/140
8434、 11'1/2
8435、 2'1/20
8436、 8
8437、 2'11/28
8438、 3'1/3
8439、 3'25/56
8440、 1'3/4
8441、 11'4/7
8442、 5/12
8443、 9/70
8444、 16
8445、 2'9/35
8446、 3'11/15
8447、 2'1/6
8448、 5/42
8449、 3/35
8450、 2'5/14
8451、 8/9
8452、 80'17/20
8453、 9'1/24
8454、 0
8455、 6'247/360
8456、 1'3/8
8457、 9'3/4
8458、 2'5/6
8459、 59/108
8460、 1'19/51
8461、 4'1/5
8462、 7/9
8463、 3
8464、 8/9
8465、 6'1/2
8466、 7'1/3
8467、 3'1/30
8468、 7/90
8469、 7/8
8470、 13/21
8471、 6'1/18
8472、 2'29/30
8473、 4/35
8474、 4
8475、 1'41/63
8476、 2'1/3
8477、 2
8478、 43/48
8479、 1'17/63
8480、 1'1/6
8481、 2'1/12
8482、 2'1/8
8483、 11'1/5
8484、 43/72
8485、 1'46/63
8486、 46/135
8487、 4
8488、 20/63
8489、 6'1/10
8490、 1'14/15
8491、 1'12/35
8492、 1'11/14
8493、 8/27
8494、 3/10
8495、 4
8496、 32/49
8497、 1'7/25
8498、 7/54
8499、 1/8
8500、 4'4/21
8501、 9'9/14
8502、 1'7/12
8503、 1/20
8504、 5/72
8505、 5
8506、 1/15
8507、 2
8508、 1'7/9
8509、 0
8510、 3/14
8511、 5
8512、 1
8513、 127/168
8514、 3/5
8515、 1/18
8516、 49/54
8517、 1'4/63
8518、 1'11/108
8519、 8'19/28
8520、 5/14
8521、 1/5
8522、 1/5
8523、 1/15
8524、 2'4/35
8525、 7/40
8526、 3/4
8527、 1'19/224
8528、 4'44/45
8529、 11
8530、 1'17/64
8531、 3'1/14
8532、 9/46
8533、 2'11/40
8534、 11/18
8535、 3'11/18
8536、 3
8537、 1'29/56
8538、 17/35
8539、 1'57/70
8540、 4
8541、 1'1/7
8542、 6'11/30
8543、 2'4/5
8544、 3'5/8
8545、 3'3/5
8546、 7
8547、 3'2/3
8548、 7/20
8549、 1'7/9
8550、 25'5/16
8551、 5'1/3
8552、 24'4/15
8553、 2'3/7
8554、 1'22/35
8555、 9/64
8556、 6'14/15
8557、 1/5
8558、 2'1/2
8559、 1/14
8560、 3'45/56
8561、 1'43/63
8562、 8/27
8563、 2/5
8564、 27/70
8565、 2/63
8566、 53'1/3
8567、 15/448
8568、 5'2/9
8569、 36'2/9
8570、 2'3/8
8571、 4'1/6
8572、 34/35
8573、 3'2/3
8574、 7'2/3
8575、 6'5/8
8576、 5'19/20
8577、 2/3
8578、 1'13/36
8579、 3/7
8580、 1/8
8581、 2'1/2
8582、 4/9
8583、 7'1/2
8584、 14/15
8585、 5'1/8
8586、 17'1/2
8587、 3'13/49
8588、 7'5/7
8589、 9'1/3
8590、 1'113/160
8591、 1'1/7
8592、 1/5
8593、 1'143/1225
8594、 14/27
8595、 208/225
8596、 1
8597、 1'57/70
8598、 3/8
8599、 2'1/2
8600、 3'39/40
8601、 4'11/56
8602、 8/63
8603、 23/42
8604、 9/20
8605、 3'1/8
8606、 1/10
8607、 2/3
8608、 6
8609、 4/21
8610、 6'4/9
8611、 2'4/7
8612、 1'43/54
8613、 1'17/280
8614、 2'13/35
8615、 4'41/70
8616、 12/35
8617、 9'2/3
8618、 2/3
8619、 2'1/8
8620、 12
8621、 1'9/10
8622、 1'13/14
8623、 2/3
8624、 1/4
8625、 1'53/105
8626、 10
8627、 3'1/5
8628、 15/212
8629、 55/56
8630、 7/9
8631、 1'10/21
8632、 2'1/4
8633、 1/20
8634、 7/40
8635、 1'103/545
8636、 1'1/2
8637、 7'11/35
8638、 17'1/2
8639、 2/7
8640、 1/15
8641、 2'2/27
8642、 2'3/4
8643、 1
8644、 158/441
8645、 6/7
8646、 13/36
8647、 63/80
8648、 2
8649、 1'23/49
8650、 8/105
8651、 4'2/3
8652、 1'7/18
8653、 5/6
8654、 1'23/42
8655、 6'5/12
8656、 1'1/42
8657、 3'1/2
8658、 27
8659、 3/5
8660、 2'67/189
8661、 2'2/9
8662、 3'53/120
8663、 4/15
8664、 1'1/9
8665、 1'5/8
8666、 3'15/28
8667、 4
8668、 1'37/84
8669、 60/67
8670、 3/10
8671、 1'1/9
8672、 3'3/8
8673、 3
8674、 6
8675、 85/144
8676、 4/15
8677、 4
8678、 2'13/25
8679、 2'2/3
8680、 1'3/4
8681、 5/7
8682、 79/108
8683、 5'9/10
8684、 1'10/21
8685、 4'44/135
8686、 4
8687、 10/63
8688、 1'25/29
8689、 9/56
8690、 21
8691、 1'5/6
8692、 3'5/6
8693、 1'2/27
8694、 4'13/32
8695、 1'13/27
8696、 4/27
8697、 2'5/14
8698、 1'61/70
8699、 2/7
8700、 2'13/16
8701、 13
8702、 4/21
8703、 0
8704、 2/3
8705、 11/18
8706、 6'29/30
8707、 1/7
8708、 5'4/35
8709、 4'1/18
8710、 45/196
8711、 44/63
8712、 8'4/7
8713、 1'121/140
8714、 13/48
8715、 5/36
8716、 2/7
8717、 149/252
8718、 3'2/63
8719、 2'1/8
8720、 3'73/81
8721、 1'3/8
8722、 3'9/25
8723、 1'9/20
8724、 5
8725、 1/4
8726、 5'13/60
8727、 31/49
8728、 7/36
8729、 5/9
8730、 1/3
8731、 4/21
8732、 7/15
8733、 2'5/8
8734、 4'1/4
8735、 3/7
8736、 1'5/8
8737、 1/6
8738、 5'1/4
8739、 275/648
8740、 1'1/2
8741、 4
8742、 3/4
8743、 5/48
8744、 1'179/180
8745、 4'17/22
8746、 3'13/16
8747、 3'16/63
8748、 3'5/14
8749、 17'25/48
8750、 7/18
8751、 13'3/5
8752、 7/24
8753、 1'23/30
8754、 2'29/40
8755、 3/8
8756、 3/11
8757、 3'7/8
8758、 2'22/189
8759、 6'1/5
8760、 15/16
8761、 2/3
8762、 1'4/7
8763、 3'10/49
8764、 1/14
8765、 7/9
8766、 2
8767、 1'3/7
8768、 10'3/5
8769、 26/35
8770、 4'68/81
8771、 8/81
8772、 7/24
8773、 5/6
8774、 4/9
8775、 17/20
8776、 5'2/3
8777、 32/567
8778、 29/54
8779、 5
8780、 1/3
8781、 216
8782、 2'2/3
8783、 7/54
8784、 3'1/8
8785、 2'1/8
8786、 38
8787、 1'3/8
8788、 5/63
8789、 4'4/5
8790、 6
8791、 13/56
8792、 4'1/21
8793、 5/42
8794、 2'2/9
8795、 1/6
8796、 7'1/2
8797、 1'2/3
8798、 4'209/224
8799、 3'1/5
8800、 2'79/120
8801、 2'1/6
8802、 12'33/35
8803、 3'1/9
8804、 6'17/70
8805、 3'11/80
8806、 19'1/2
8807、 1'17/20
8808、 1'7/8
8809、 349/405
8810、 1'1/3
8811、 1'11/14
8812、 53/90
8813、 1'5/24
8814、 2'2/3
8815、 1'1/4
8816、 2'5/9
8817、 32
8818、 9/64
8819、 7'5/12
8820、 3'1/3
8821、 7'1/12
8822、 5/24
8823、 2'71/72
8824、 6
8825、 5'1/2
8826、 5/21
8827、 2
8828、 3'5/12
8829、 6'5/9
8830、 1/3
8831、 3'1/4
8832、 4/15
8833、 3
8834、 17/21
8835、 6'2/3
8836、 11'11/12
8837、 25
8838、 4'1/6
8839、 25'1/5
8840、 23/56
8841、 6'1/15
8842、 19/28
8843、 2
8844、 5'1/4
8845、 5'11/20
8846、 2'13/16
8847、 1'13/35
8848、 2
8849、 4/7
8850、 8'3/14
8851、 1'1/9
8852、 1'15/16
8853、 10
8854、 3/22
8855、 2'2/3
8856、 1/28
8857、 8/35
8858、 12'20/21
8859、 2'4/63
8860、 1'4/5
8861、 5'3/4
8862、 2
8863、 1'2/27
8864、 18
8865、 2'53/120
8866、 1'119/135
8867、 19/28
8868、 8/15
8869、 3'4/7
8870、 353/378
8871、 17/18
8872、 16/35
8873、 1
8874、 1'8/21
8875、 1'41/98
8876、 6'29/36
8877、 2'7/9
8878、 1'2/7
8879、 3'34/105
8880、 1'7/30
8881、 1'1/7
8882、 1'2/3
8883、 1/12
8884、 9/70
8885、 2'2/27
8886、 10
8887、 3'5/12
8888、 1'4/7
8889、 65/72
8890、 54
8891、 9'89/126
8892、 21
8893、 5/18
8894、 10'1/6
8895、 3'1/2
8896、 11/210
8897、 1'3/8
8898、 2'25/72
8899、 449/512
8900、 2'11/12
8901、 3/7
8902、 0
8903、 5'1/18
8904、 3'1/2
8905、 1'7/8
8906、 7/128
8907、 2
8908、 1
8909、 14'2/5
8910、 2/15
8911、 3'23/24
8912、 31/45
8913、 3'1/16
8914、 2'17/20
8915、 1'25/84
8916、 6
8917、 2'1/8
8918、 3/5
8919、 4'1/20
8920、 2'47/90
8921、 9'5/16
8922、 3'17/120
8923、 4'47/84
8924、 1/6
8925、 4/7
8926、 17'1/2
8927、 1'4/21
8928、 2'9/20
8929、 6'1/3
8930、 53/63
8931、 1/35
8932、 0
8933、 1
8934、 7'50/63
8935、 5'7/18
8936、 3/8
8937、 3'5/42
8938、 7'7/8
8939、 5/12
8940、 2'7/12
8941、 3/4
8942、 5'5/8
8943、 20'1/4
8944、 6'7/9
8945、 4'1/8
8946、 2'1/42
8947、 7'1/2
8948、 59/288
8949、 1'1/2
8950、 1'1/2
8951、 2'5/8
8952、 2/15
8953、 3'79/84
8954、 2'2/15
8955、 4'1/2
8956、 14/321
8957、 4'249/280
8958、 11'1/4
8959、 29/48
8960、 29/90
8961、 5/12
8962、 2/5
8963、 1/5
8964、 20/49
8965、 2/3
8966、 4'88/203
8967、 821/1960
8968、 4'247/448
8969、 2'29/40
8970、 4'1/8
8971、 1'3/4
8972、 1'1/6
8973、 17'3/20
8974、 1'1/4
8975、 1'1/6
8976、 9/10
8977、 1'1/5
8978、 2'2/63
8979、 5'23/42
8980、 7/36
8981、 1'11/45
8982、 10'1/2
8983、 3'3/7
8984、 1'1/2
8985、 3
8986、 6'2/5
8987、 2'1/6
8988、 9'9/56
8989、 10/147
8990、 4'5/18
8991、 1
8992、 1'1/7
8993、 1'5/7
8994、 5/14
8995、 1'1/6
8996、 2'5/9
8997、 8'1/10
8998、 2'2/9
8999、 2'3/28
9000、 6/25
9001、 3/16
9002、 11/24
9003、 1/16
9004、 9'3/4
9005、 116/315
9006、 2'1/40
9007、 4'11/18
9008、 1'2/21
9009、 5'3/5
9010、 4'5/7
9011、 2'7/36
9012、 4'3/20
9013、 1
9014、 11'2/7
9015、 3/7
9016、 1'19/20
9017、 1'1/2
9018、 18'2/7
9019、 4/63
9020、 3'41/280
9021、 8/15
9022、 32
9023、 1'11/45
9024、 1'14/61
9025、 2'1/3
9026、 18/49
9027、 1'2/7
9028、 1
9029、 3'1/5
9030、 1'11/40
9031、 7/12
9032、 2'1/12
9033、 25
9034、 1'5/9
9035、 8/21
9036、 1'1/2
9037、 8/9
9038、 2'1/3
9039、 1'1/24
9040、 1'3/5
9041、 9'3/7
9042、 4'19/32
9043、 3
9044、 3
9045、 14'7/10
9046、 12
9047、 23/27
9048、 5'2/3
9049、 2'1/2
9050、 9
9051、 1'3/10
9052、 3'3/8
9053、 1'3/5
9054、 1'77/200
9055、 3'1/14
9056、 11/15
9057、 1'1/8
9058、 11'1/4
9059、 1'5/49
9060、 4/7
9061、 1/18
9062、 2'4/7
9063、 1'89/108
9064、 4'45/64
9065、 2'67/540
9066、 8'6/7
9067、 2'5/6
9068、 4'1/4
9069、 1'3/5
9070、 1'47/60
9071、 2'11/18
9072、 5'23/50
9073、 1'1/7
9074、 1'5/9
9075、 2'7/15
9076、 1'115/168
9077、 2'20/21
9078、 2'3/10
9079、 5'5/14
9080、 3'3/35
9081、 1'11/14
9082、 1/3
9083、 10'1/10
9084、 1/8
9085、 4'1/3
9086、 4/9
9087、 1/63
9088、 1'3/28
9089、 1/4
9090、 7/20
9091、 1'4/17
9092、 1
9093、 8/45
9094、 7'4/5
9095、 19/24
9096、 1'2/3
9097、 3
9098、 6'2/3
9099、 2'19/28
9100、 3/14
9101、 1'4/9
9102、 2/27
9103、 1/3
9104、 53'1/3
9105、 1'17/28
9106、 6'9/10
9107、 10'1/8
9108、 8
9109、 43
9110、 2'7/24
9111、 2/3
9112、 9'5/6
9113、 1
9114、 7/30
9115、 3'1/7
9116、 2'73/84
9117、 2'1/42
9118、 5'19/20
9119、 14/15
9120、 4'3/4
9121、 8/15
9122、 4'1/4
9123、 3'53/90
9124、 7'1/5
9125、 3'129/280
9126、 18
9127、 4'1/2
9128、 3'17/28
9129、 3
9130、 1'27/56
9131、 2'2/7
9132、 26'1/2
9133、 1'7/45
9134、 16/21
9135、 2'2/5
9136、 491/896
9137、 6'1/6
9138、 2'3/40
9139、 20/27
9140、 1'1/3
9141、 1'31/196
9142、 4'1/2
9143、 1'19/63
9144、 5'1/2
9145、 76/81
9146、 47/63
9147、 6'9/16
9148、 1'37/48
9149、 53/56
9150、 1'3/8
9151、 7/20
9152、 7/12
9153、 4'5/9
9154、 3/5
9155、 2/5
9156、 2/5
9157、 1'68/135
9158、 16'1/3
9159、 3'3/10
9160、 7/8
9161、 1/4
9162、 1/8
9163、 3'17/30
9164、 1'43/72
9165、 24
9166、 2'7/10
9167、 1'19/21
9168、 1
9169、 5'47/70
9170、 1'47/90
9171、 1'11/14
9172、 3'1/2
9173、 2/3
9174、 1'277/280
9175、 41/56
9176、 6'47/90
9177、 32
9178、 2'7/12
9179、 1'5/12
9180、 1'2/3
9181、 5/9
9182、 11/12
9183、 1/3
9184、 27/40
9185、 18/25
9186、 1'1/16
9187、 1
9188、 4'1/10
9189、 5/24
9190、 5'14/15
9191、 2/7
9192、 2'1/2
9193、 5'1/45
9194、 11'3/8
9195、 12'1/5
9196、 6'1/2
9197、 7/24
9198、 18'1/2
9199、 16'7/8
9200、 4'199/210
9201、 3'3/5
9202、 5'19/96
9203、 1'1/5
9204、 2'14/45
9205、 2'2/3
9206、 9
9207、 1'2/5
9208、 2'25/28
9209、 5'19/21
9210、 2/21
9211、 1'5/9
9212、 1'3/40
9213、 2'4/5
9214、 17/20
9215、 28/117
9216、 2'23/30
9217、 3
9218、 16/63
9219、 2/3
9220、 4'2/7
9221、 10'1/2
9222、 14
9223、 5
9224、 7'127/135
9225、 3/20
9226、 2'1/7
9227、 3'3/14
9228、 2'89/162
9229、 5/14
9230、 1'2/5
9231、 2'1/10
9232、 3'37/105
9233、 2'1/4
9234、 3/5
9235、 3'1/6
9236、 1'17/72
9237、 4'3/8
9238、 2'1/12
9239、 1/2
9240、 3'9/28
9241、 6'53/60
9242、 1'293/336
9243、 4'3/4
9244、 15/32
9245、 1'21/40
9246、 2'11/18
9247、 32/63
9248、 6'3/4
9249、 1'11/12
9250、 8/45
9251、 1'1/7
9252、 2/3
9253、 2/5
9254、 7/8
9255、 9/31
9256、 128/225
9257、 1'5/12
9258、 11/42
9259、 14/27
9260、 5'1/3
9261、 29'1/3
9262、 12/35
9263、 1'7/48
9264、 8/189
9265、 9/98
9266、 8'3/5
9267、 9/22
9268、 3/4
9269、 1'4/45
9270、 2'1/5
9271、 1'22/63
9272、 10'23/40
9273、 7'3/8
9274、 4'5/6
9275、 5/14
9276、 3/25
9277、 13'1/2
9278、 14'1/2
9279、 3'2/21
9280、 1'5/12
9281、 3'2/5
9282、 1/6
9283、 3'1/3
9284、 2'53/168
9285、 25/27
9286、 5'3/8
9287、 15'1/2
9288、 5/6
9289、 20'4/7
9290、 11'1/5
9291、 7'1/10
9292、 29/36
9293、 1'31/36
9294、 1'9/16
9295、 4'4/7
9296、 8/21
9297、 3/35
9298、 6'1/2
9299、 1'5/12
9300、 13/210
9301、 10'1/120
9302、 41/42
9303、 71/147
9304、 8/35
9305、 6'59/120
9306、 5'1/3
9307、 2
9308、 3'8/9
9309、 47/80
9310、 3'1/4
9311、 3'1/9
9312、 1'527/945
9313、 10'1/2
9314、 1/24
9315、 1'3/4
9316、 32/63
9317、 2'3/16
9318、 4'4/9
9319、 7/18
9320、 14'1/3
9321、 3/8
9322、 1'1/80
9323、 9'1/2
9324、 3/14
9325、 11/40
9326、 2'1/6
9327、 7/36
9328、 1'1/84
9329、 1/27
9330、 35/36
9331、 31/40
9332、 1'2/7
9333、 2'1/8
9334、 1'7/36
9335、 5'23/24
9336、 3'15/16
9337、 8/75
9338、 2'9/16
9339、 14/27
9340、 3'1/9
9341、 2/15
9342、 4/117
9343、 1/21
9344、 1'5/9
9345、 6'19/28
9346、 3'1/12
9347、 2'31/72
9348、 3'11/14
9349、 6/35
9350、 5/32
9351、 1'4/5
9352、 1/2
9353、 3'15/16
9354、 7/20
9355、 1'1/2
9356、 5'17/40
9357、 15/64
9358、 9/56
9359、 9/40
9360、 29/30
9361、 31/36
9362、 8/21
9363、 4'1/2
9364、 4'1/2
9365、 3
9366、 2'7/8
9367、 2/3
9368、 2'3/5
9369、 1'107/123
9370、 4'149/180
9371、 1/6
9372、 1'23/25
9373、 3/14
9374、 2/5
9375、 5/7
9376、 1'3/4
9377、 23/63
9378、 2'2/7
9379、 3'2/3
9380、 0
9381、 5/12
9382、 6'2/5
9383、 9/16
9384、 49/96
9385、 1'23/40
9386、 2'1/10
9387、 1'1/3
9388、 1'1/9
9389、 9/35
9390、 15'3/4
9391、 11'1/5
9392、 7'1/4
9393、 2'5/12
9394、 2'23/72
9395、 31/36
9396、 3'1/6
9397、 4/9
9398、 9'1/3
9399、 3/4
9400、 9/14
9401、 2'13/56
9402、 1'57/82
9403、 1'29/70
9404、 25/56
9405、 4'7/20
9406、 9/16
9407、 1'2/7
9408、 1'1/5
9409、 3'1/9
9410、 1'4/7
9411、 1/48
9412、 2'5/7
9413、 1'1/2
9414、 6'23/36
9415、 8/15
